"","domain","entropy"
"435","tube8vidshhr.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63027535488198
"436","tube8vidshkk.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.61629595669376
"437","tube8vidshrw.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.69712054885303
"438","tube8vidsiet.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53499300251667
"439","tube8vidsiww.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.60721771603315
"440","tube8vidsjac.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.64610411362778
"441","tube8vidsjan.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.60231655850555
"442","tube8vidsjhn.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.6533329937308
"443","tube8vidsjtq.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.66731239191901
"444","tube8vidslmf.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.62304647477895
"445","tube8vidslni.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.59998883593013
"446","tube8vidslqk.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63027535488198
"447","tube8vidslrz.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63027535488198
"448","tube8vidsnlq.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.66008351181599
"449","tube8vidsnrt.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.57925891965673
"450","tube8vidsnvd.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53009184498907
"451","tube8vidsnyp.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.66008351181599
"452","tube8vidsolh.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63027535488198
"453","tube8vidsotz.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.63212471543957
"454","tube8vidsowd.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.61629595669376
"455","tube8vidspeq.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63212471543957
"456","tube8vidsqof.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63027535488198
"457","tube8vidsrau.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60906707659074
"458","tube8vidsrdr.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.57925891965673
"459","tube8vidsrhl.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63027535488198
"460","tube8vidsrom.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60906707659074
"461","tube8vidssan.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60906707659074
"462","tube8vidssjw.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.6533329937308
"463","tube8vidssyg.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.59508767840253
"464","tube8vidstrh.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.64610411362778
"465","tube8vidstyp.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63027535488198
"466","tube8vidsuty.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.59508767840253
"467","tube8vidsvaj.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.64610411362778
"468","tube8vidsvcs.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.56527952146851
"469","tube8vidsvmr.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.57925891965673
"470","slimxxxtuberfe.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.56138282365015
"471","slimxxxtuberjj.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"472","slimxxxtuberme.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.54790268968295
"473","slimxxxtuberue.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.54790268968295
"474","slimxxxtubesrs.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.5595995116839
"475","slimxxxtubesrw.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"476","slimxxxtubesun.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53263924374949
"477","slimxxxtubetmf.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5595995116839
"478","slimxxxtubetmg.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.55487339549657
"479","slimxxxtubetns.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5461193777167
"480","slimxxxtubetts.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.5461193777167
"481","slimxxxtubeubp.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60406781517807
"482","slimxxxtubeujh.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63102808311247
"483","slimxxxtubeull.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.5461193777167
"484","slimxxxtubeuvd.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.5595995116839
"485","slimxxxtubevdn.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53085593178325
"486","slimxxxtubevih.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"487","slimxxxtubevjk.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"488","slimxxxtubewfl.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"489","slimxxxtubewiq.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.6222740653326
"490","slimxxxtubewis.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.57307964565111
"491","slimxxxtubewmt.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60406781517807
"492","slimxxxtubexei.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.48817094025533
"493","slimxxxtubexiv.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.54433606575045
"494","slimxxxtubexvq.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.58005035146474
"495","slimxxxtubexwb.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.58880436924461
"496","slimxxxtubexxq.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.56835352946378
"497","slimxxxtubeyge.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.52566853793587
"498","slimxxxtubeyhz.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.64450821707968
"499","slimxxxtubeyza.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"500","tube8vidsbbr.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.58600943774192
"501","tube8vidsbhy.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.64610411362778
"502","tube8vidsbzx.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.64610411362778
"503","tube8vidscjk.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63027535488198
"504","slimxxxtubehdn.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"505","slimxxxtubehli.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"506","slimxxxtubeidv.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.52210191400337
"507","slimxxxtubeijc.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"508","slimxxxtubeiqb.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"509","slimxxxtubejie.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.57486295761736
"510","slimxxxtubejlp.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63102808311247
"511","slimxxxtubejpe.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.61057724333164
"512","slimxxxtubejvh.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.64450821707968
"513","slimxxxtubejyk.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"514","slimxxxtubekad.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53085593178325
"515","slimxxxtubekgj.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"516","slimxxxtubekgv.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5595995116839
"517","slimxxxtubeklg.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.56835352946378
"518","slimxxxtubekpn.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"519","slimxxxtubekrn.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5595995116839
"520","slimxxxtubelap.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.58183366343098
"521","slimxxxtubelat.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5461193777167
"522","slimxxxtubelfr.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5595995116839
"523","slimxxxtubelzv.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.59531379739819
"524","slimxxxtubemue.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.53442255571574
"525","slimxxxtubeneg.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.51218840396866
"526","slimxxxtubeneu.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.51218840396866
"527","slimxxxtubengt.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.56835352946378
"528","slimxxxtubenqp.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63102808311247
"529","slimxxxtubentf.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.58183366343098
"530","slimxxxtubeocr.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.56835352946378
"531","slimxxxtubeonf.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.58183366343098
"532","slimxxxtubeopy.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"533","slimxxxtubeoxo.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53085593178325
"534","slimxxxtubeoxy.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.54433606575045
"535","slimxxxtubeppj.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.66674236882676
"536","slimxxxtubeqfo.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"537","slimxxxtubeqsh.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.63102808311247
"538","slimxxxtubeqve.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.59709710936444
"539","slimxxxtubeqwr.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.66674236882676
"540","slimxxxtuberau.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5461193777167
"541","slimxxxtuberea.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.52566853793587
"542","slimxxxtuberep.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.59709710936444
"543","generalchemicalsupply.com/gLG.exe",4.10138152909289
"544","slimxxxtubeacn.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.58183366343098
"545","slimxxxtubealn.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53263924374949
"546","slimxxxtubeanr.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5461193777167
"547","slimxxxtubeaxy.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53085593178325
"548","slimxxxtubeayv.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5595995116839
"549","slimxxxtubebej.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.58361697539723
"550","slimxxxtubebgp.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.58183366343098
"551","slimxxxtubebmq.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60406781517807
"552","slimxxxtubebnd.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.51737579781604
"553","slimxxxtubecgl.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.5461193777167
"554","slimxxxtubectk.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.56835352946378
"555","slimxxxtubecty.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.57307964565111
"556","slimxxxtubeczp.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.64450821707968
"557","slimxxxtubedgv.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.5595995116839
"558","slimxxxtubedjm.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.56657021749753
"559","slimxxxtubedlb.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.51737579781604
"560","slimxxxtubedvj.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"561","slimxxxtubedxc.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.51559248584979
"562","slimxxxtubedya.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.53085593178325
"563","slimxxxtubeejs.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.56138282365015
"564","slimxxxtubeemz.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.58361697539723
"565","slimxxxtubefdr.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.54433606575045
"566","slimxxxtubefel.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.52566853793587
"567","slimxxxtubeftb.dnset.com/2013/girl-fucked-by-dog.avi.exe",4.56835352946378
"568","slimxxxtubefzc.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.60879393136539
"569","slimxxxtubehan.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.58183366343098
"570","tube8vidszyj.ddns.name/2013/girl-fucked-by-dog.avi.exe",4.66731239191901
"571","cofeb13east.com/download.php?ln5/cA==",4.3782401898948
"572","morenews3.net/got.php?l=dWlkP_IxMjg4NDU1ODImaWQ9NDAxO_AmdGlkP_QwNDM3Ni",5.11471801682134
"573","gredinatib.org/got.php?l=dWlkPTgyODM3MTI1NiZpZD01MDIyNiZ0aWQ9Mjc2NDE4JnBjPW",5.14855802371383
"574","tecslide.com/js/down/Sbin1/MS0ftAdapter.exe",4.4234876505448
"575","www.slivki.com.ua/as/Ponynl.exe",4.02661929418805
"576","www.slivki.com.ua/as/smp.exe",3.82486295761736
"577","bizzibeans.net/wp-admin/zope/",3.83127625337525
"578","bizzibeans.net/wp-admin/zope/adobe_flash.exe",4.15751769783856
"579","www.two-of-us.at/images/4x.exe",3.85656476213095
"580","directxex.com/uploads/1835173533.ms.exe?dl=1",4.34535093662244
"581","directxex.com/uploads/1835173533.ms.exe",4.2210490136231
"582","www.two-of-us.at/images/2.exe",3.84040254670251
"583","kids-fashion.dk/browser.php?copy=9763&common-prop=0&edit=0",4.63567318496238
"584","directxex.com/uploads/1406101817.Server.exe",4.31523132421797
"585","www.two-of-us.at/images/youtube/d/flashplayer.exe",4.23952457911002
"586","directxex.com/uploads/1144786436.be.exe",4.31426624499232
"587","www.two-of-us.at/images/3.exe",3.84040254670251
"588","directxex.com/uploads/1010343014.server12345.exe",4.29248125036058
"589","www.two-of-us.at/images/777.exe",3.84888461662912
"590","downloads-whatsapp.com",3.66353275480425
"591","downloads-whatsapp.com/whatsapp-for-nokia.php",3.94410330762424
"592","www.two-of-us.at/images/au.exe",3.76473517872551
"593","www.two-of-us.at/images/youtube/d/flashplayer.html",4.23326968951511
"594","directxex.com/uploads/1021119574.C-Chrome.exe",4.47242414119796
"595","directxex.com/uploads/1010343014.server12345.exe",4.29248125036058
"596","doktester.orgfree.com/styles/jrtXnMPq.php?html=27",4.48238446747513
"597","www.blueimagen.com/Attachment/Invoice-List2013-10-20-Copy.jar",4.73739327986664
"598","silurian.cn/modules/mod_cmsfix/fix.php",4.13569955274647
"599","mylondon.hc0.me/Panel/",3.69784582308441
"600","www.lostartofbeingadame.com/wp-content/plugins/www.fotosupload.php",4.2331547274443
"601","bride1.com/File/www.fotosupload.com/fotosuploadcominfidelidadfotos2dediciembreparaquenoquedendudasc.zip",4.2777032816428
"602","somethingnice.hc0.me/login.php",3.78107601191461
"603","somethingnice.hc0.me/Miner/YACMiner.files",4.04354461483937
"604","europol.europe.eu.id214218540-7444056787.h5841.com/?flow_id=2000&870470=33440/case_id=17188",4.61200604753537
"605","europol.europe.eu.france.id647744160-2176514326.h5841.com/?flow_id=8615&511004=52895/case_id=27223",4.77329412531705
"606","z7752.com/checkout.php?step=1",4.11626461566802
"607","mobatory.com/8jxjj7ifv3055xytz5ih3o130iar6rf9",4.47464337386707
"608","trahic.ru/5ebydvkrgw04am7wjly",4.4871228053978
"609","trahic.ru/6h3m0gs9sgb81g8h0hdefhh9a?zhkk4a8gv=1",4.50860460787487
"610","trahic.ru/5mm3i7t83m2t8dlja",4.03230324274395
"611","trahic.ru/6h3m0gs9sgb8vxr70voqj1fa6?",4.64895590415999
"612","mobatory.com/5bj0eswiecc78rvp3egufo5xossn1segz4653xhs4?37o78=46se8http%2F%3F%3Ftrahic.ru%3F6h3m0gs9sgb8vxr70voqj1fa6?&j68ljm=&6b42bbis=t85660263&pqsubf2hr=1",5.13351738666932
"613","vroll.net",2.94770277922009
"614","mobatory.com/70i1sxn6q8s86lqb6tfkgdehq",4.60938376327278
"615","mobatory.com/7jwgzo2ub186py0imhspqlfoe",4.65938730353305
"616","mobatory.com/5uxfljc5z4s6eacz305ic45h25hq3srib5tc1b51g?j8c=49ljg&pjz9ci=rapid8.com/&3kgiokr8=t3619158&80ipnpaegcqj19=rapid8.com/stage2.php&4kf7k=0&31n33=0&3ea6o=0&3cvlt=0&wr71g34ni=1&127ehq780r=0&6s89o644imz=0&78ob3sh84zkh1z=1&6iu2mhp1=0&rpo5za53h=1024&yq84eazbm=768&8v0luzzkqq3=0&6s5iunzsdhm2mj30=1",5.10416571953071
"617","mobatory.com/5uxfljc5z4s6eacz305ic45h25hq3srib5tc1b51g?j8c=49ljg&pjz9ci=rapid8.com/&3kgiokr8=t3619158&80ipnpaegcqj19=rapid8.com/stage2.php&4kf7k=0&31n33=0&3ea6o=0&3cvlt=0&wr71g34ni=1&127ehq780r=0&6s89o644imz=0&78ob3sh84zkh1z=1&6iu2mhp1=0&rpo5za53h=1024&yq84eazbm=768&8v0luzzkqq3=0&7uyedgxpbuv6y8kxg34cuxdmz=99780&98uca7ro8qv6eu5qpnguteh6r=",5.1517577215678
"618","amu.brandnewinstall.info/yaelmendel/gadget/",3.97652762847797
"619","amu.helpyourselfinstall.info/iframe/?d=1271",4.37929847543108
"620","amu.twobox4addon.info/rachel/",4.1422952191909
"621","amu.helpyourselfinstall.info/iframe/?d=1118",4.31523132421797
"622","amu.adduraddonhere.info/lpgreenseal/",3.86105234925443
"623","amu.boxinstallercompany.info/iframe/?d=746",4.46328051781081
"624","directxex.com/uploads/1201296916.8h.exe",4.35553907767019
"625","directxex.com/uploads/1251104917.p9g.exe",4.38418371977919
"626","directxex.com/uploads/1353613345.ih.exe",4.27233106490515
"627","directxex.com/uploads/143265795.ohi.exe",4.45810318023429
"628","directxex.com/uploads/1565397800.9g.exe",4.47745927003335
"629","directxex.com/uploads/158511922.uf.exe",4.29359428958858
"630","directxex.com/uploads/1607796965.id100.exe",4.30244986299739
"631","directxex.com/uploads/1836606807.9g.exe",4.40682112895224
"632","directxex.com/uploads/1853928844.97g.exe",4.4653115322251
"633","directxex.com/uploads/1991519040.aeg.exe",4.2561983328101
"634","directxex.com/uploads/223478294.insid-start-sjw.exe",4.52479151818756
"635","directxex.com/uploads/232683212.igi.exe",4.25297497510608
"636","directxex.com/uploads/31401351.final5.exe",4.37548706543539
"637","directxex.com/uploads/384011806.gotter.exe",4.32971764937184
"638","directxex.com/uploads/414294618.009.exe",4.35553907767019
"639","directxex.com/uploads/609015994.mining.exe",4.41566147019176
"640","directxex.com/uploads/620509324.MINIMON.exe",4.60045603367124
"641","directxex.com/uploads/623307317.inst.exe",4.3653115322251
"642","directxex.com/uploads/636954784.ok.exe",4.39885744748331
"643","directxex.com/uploads/662268336.BIN.exe",4.3236131161872
"644","directxex.com/uploads/687255529.delfi.exe",4.31781565137197
"645","directxex.com/uploads/744646896.rbsrb.exe",4.28988279703717
"646","directxex.com/uploads/777724411.safetyCheck.exe",4.41045188336237
"647","directxex.com/uploads/818611823.insidrazor.exe",4.3487989122025
"648","directxex.com/uploads/836587333.skp.exe",4.27233106490515
"649","directxex.com/uploads/845426478.xa.exe",4.26082817122446
"650","directxex.com/uploads/90200102.neusteBotLoader.exe",4.27043550051358
"651","directxex.com/uploads/995578741.miner.exe",4.35463943196531
"652","directxex.com/uploads/1744698061.miner.txt",4.46328051781081
"653","directxex.com/uploads/281742754.abbba.exe",4.35707517513872
"654","directxex.com/uploads/566077266.ms.exe",4.20819659227709
"655","directxex.com/uploads/1347878398.miner2.exe",4.40593212723867
"656","directxex.com/uploads/1565998043.test.exe",4.38500802947352
"657","directxex.com/uploads/2111586998.onoj.exe",4.37548706543539
"658","directxex.com/uploads/566077266.ms.exe?dl=1",4.39685399873721
"659","down2.feiyang163.com/soft/wavtomp3.exe",4.36609132911919
"660","down3.feiyang163.com/soft/fcssq.exe",4.22144194520733
"661","d1.kuai8.com/setup/kuai8_zjy.exe",4.24172929667218
"662","down.unadnet.com.cn/soft/2Dmofang.exe",3.95635801491002
"663","down.unadnet.com.cn/soft/loveletter.exe",3.86207465464874
"664","ddd.gouwuke.cn/down/exejmman.exe",3.71501826628863
"665","down.feiyang163.com/soft/alexacha.exe",4.24972971686336
"666","down.feiyang163.com/soft/usblock.exe",4.40576458465545
"667","down.feiyang163.com/soft/wbjfsys.exe",4.28730173725294
"668","down.guangsu.cn/qdn/setup_qd262.exe",4.07158158812628
"669","down.guangsu.cn/qdn/setup_qd304.exe",4.12872444526914
"670","www.sj88.com/hezi/jm/s1000.exe",3.84774267858127
"671","k.h.a.d.free.fr/pub/utils/oepv.exe",3.91468922416424
"672","download.grandcloud.cn/9291/15474/setup_2949-14598.exe",4.49305480795203
"673","download.grandcloud.cn/9291/16411/80347_al.exe",4.38162010794873
"674","download.grandcloud.cn/9291/17147/cool_ES_PC35152730.exe",4.55487339549657
"675","www.feiyang163.com/soft/fySpeaker.exe",4.29393166344173
"676","thefxarchive.com/Downloads/WLMM/MMK_Warp_Variations.exe",4.5472814775078
"677","formessengers.com/download.php?PN=MLP",4.35783782497147
"678","dl.microsword.net/softdown/filerubber.exe",4.01317601733116
"679","dl.microsword.net/Softdown/VideoRecord.exe",3.95805954283763
"680","download.56.com/lp/client/update.lua",3.95396840391961
"681","download.56.com/lp/client/woxiu1.0.15_20119070.exe",4.36637013015618
"682","download.ttrili.com:98/Setup%5B57%5D-rl.exe",4.57674556835371
"683","download.ttrili.com:98/Setup%5B75%5D-rl.exe",4.57674556835371
"684","download.ttrili.com:98/setup%5B79%5D-rl.exe",4.59430109165983
"685","download.ttrili.com:98/Setup[11]-rl.exe",4.47067305191821
"686","f.gj555.net/download/setups30035.exe",4.14895590415999
"687","f.gj555.net/download/setups30138.exe",4.29465347354434
"688","f.gj555.net/download/setups34338.exe",4.21812882070647
"689","f.gj555.net/download/setups75613.exe",4.2600670152711
"690","f.gj555.net/download/setups83563.exe",4.20451145971555
"691","f.gj555.net/download/setups91646.exe",4.29465347354434
"692","f.gj555.net/download/setups95191.exe",4.14895590415999
"693","files.dsnetwb.com/aTube_Catcher_5188_ATU3.exe",4.62475198502626
"694","www.zctei.com/date/9377chiyue_Y_Cdcr1124.exe",4.47944490321085
"695","somethingnice.hc0.me/Miner/Ufasoft.files",4.0561983328101
"696","www.t-gas.co.uk/1.txt",3.55851861304891
"697","www.zatzy.com/allmaent/391854-volvos-nya-drive-e.html",4.49614285993784
"698","aippnetworks.com/plugins/authentication/joomla/aviancataca/aviancatacafreeticket.php",4.05238558087772
"699","dl.downf468.com/n/3.0.26.2/11975718/ultrasurf+13.03.exe",4.57397113249617
"700","dl.downf468.com/n/3.0.25/11999301/Silver+TV+3.0.exe",4.54920548873337
"701","dl.downf468.com/n/3.0.25/7412352/BTV+Solo.exe",4.46153025240522
"702","dl.downf468.com/n/3.0.26/11433792/Automation+Studio+6.0.exe",4.57935740547064
"703","dl.downf468.com/n/3.0.26/11649331/Super+Mario+Sunshine+64+1.0.exe",4.64122262055434
"704","dl.downf468.com/n/3.0.26/12050993/Free+RAR+Extract+Frog.exe",4.71943643100437
"705","dl.downf468.com/n/3.0.24.1/12015256/Windows+Product+Key+Code+Finder+2.20.exe",4.65438019290669
"706","dl.downf468.com/n/3.0.24.1/12015430/NT+Key+Enterprise+Edition+3.80.exe",4.67513373206181
"707","dl.downf468.com/n/3.0.25/12023961/Microsoft+Hesap+Makinesi++.exe",4.74016889870171
"708","dl.downf468.com/n/3.0.25/4789416/LogiEscalierExpert.exe",4.74282488663805
"709","dl.downf468.com/n/3.0.26.1/11812852/n5239.exe",4.13586309613737
"710","dl.downf468.com/n/3.0.26.1/11358561/notepad+++.exe",4.32307418942857
"711","dl.downf468.com/n/3.0.26.1/11707102/psx0139.exe",4.25417575638479
"712","dl.downf468.com/n/3.0.26.1/11707353/psx0046.exe",4.28279230889429
"713","dl.downf468.com/n/3.0.26.3/1033/poweriso.exe",4.22614383439888
"714","dl.downf468.com/n/3.0.26.3/11431055/dragon+naturally+speaking+9.0.exe",4.72736177639922
"715","dl.downf468.com/n/3.0.26.3/11431361/who+anthro+3.2.2.1.exe",4.23706257325956
"716","dl.downf468.com/n/3.0.26.3/2269383/roadnav.exe",4.19129646659735
"717","dl.downf468.com/n/3.0.26.3/2836178/gambas+a+la+egipcia.exe",4.53222490910031
"718","dl.downf468.com/n/3.0.26.3/5345299/vietkey.exe",4.38737364069853
"719","dl.downf468.com/n/3.0.26.3/5349388/adfender.exe",4.17119417064245
"720","dl.downf468.com/n/3.0.26.3/5366358/mediaget.exe",4.22980879834805
"721","dl.downf468.com/n/3.0.26.3/5366255/flv_media_player.exe",4.46264471328865
"722","dl.downf468.com/n/3.0.26.3/5830397/matlab.exe",4.34719142956685
"723","dl.downf468.com/n/3.0.26.3/6445693/calibre.exe",4.31107418408272
"724","dl.downf468.com/n/3.0.26.3/6773557/odin3.exe",4.11206315238402
"725","dl.downf468.com/n/3.0.26/11433792/AutomationStudio6.0.exe",4.51896276873349
"726","dl.downf468.com/n/3.0.26/11649331/SuperMarioSunshine641.0.exe",4.59017278820522
"727","dl.downf468.com/n/3.0.26/12050993/FreeRARExtractFrog.exe",4.66674236882676
"728","dl.downf468.com/n/3.0.25/7412352/BTVSolo.exe",4.40569234644184
"729","dl.downf468.com/n/3.0.24.1/4790826/Handball+Challenge.exe",4.51036233021291
"730","dl.downf468.com/n/3.0.26.3/4812448/pointage+d%E2%80%99heures.exe",4.7047835470378
"731","dl.downf468.com/n/3.0.26.3/5347935/wondershare+pdf+to+word.exe",4.5066381497118
"732","dl.downf468.com/n/3.0.25/11999301/SilverTV3.0.exe",4.48646060911226
"733","dl.downf468.com/n/3.0.24.1/12015256/WindowsProductKeyCodeFinder2.20.exe",4.60749421969669
"734","dl.downf468.com/n/3.0.24.1/12015430/NTKeyEnterpriseEdition3.80.exe",4.62332669599753
"735","dl.downf468.com/n/3.0.26.2/5331438/FLV_Media_Player.exe=0D=0Ahttp:/grandinstalls.ru/RlpaXhQBAUhBXE1LXQBMW1cDSEdCSwBcWwFJS1pxVkNCEUhHQktxR0oT/torrent/147458862/498349280/torrent.exe=",5.51387041052637
"736","dl.downf468.com/n/3.0.26.2/12014376/Setup.exe=0D=0Ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/5565169/FLVMPlayer.exe=",5.0512896733518
"737","dl.downf468.com/n/3.0.26.2/5738856/FLV_Media_Player.exe=0D=0Ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/10064255/HitmanPro.exe=",5.08639921355065
"738","dl.downf468.com/n/3.0.26.2/5738856/FLV_Media_Player.exe=0D=0Ahttp:/dl.softpzivrubajjui.net/n/3.0.26.2/11799286/Opera.exe=",5.11677754731052
"739","dl.downf468.com/n/3.0.26.2/5785797/FLV_Media_Player.exe=0D=0Ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26.2/5784498/FLV_Media_Player.exe=",5.05066848326439
"740","dl.downf468.com/n/3.0.26.2/5785797/FLV_Media_Player.exe=0D=0Ahttp:/dl.softohqimjjedf0jq.net/n/3.0.26.2/11359629/Stream_Movies_Online.exe=",5.0983635594377
